gene_name	Chromosome	seqnames	Cell Type	LSK- WT rep1 (FPKM)	LSK- XistΔ/Δ rep1 (FPK	LSK- WT rep2 (FPKM)	LSK- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Fbxo38	chr18	autosomes	LSK+ and LSK-	19.77368787	24.64207021	16.92469683	18.26863688	1.246205077	1.079407038	1.162806058
Wdr7	chr18	autosomes	LSK+ and LSK-	4.818976646	5.702515056	4.066571666	4.809193578	1.183345651	1.182616211	1.182980931
Malt1	chr18	autosomes	LSK+ and LSK-	4.229599287	4.401944047	2.594157537	3.04223065	1.040747302	1.172723941	1.106735621
Cep76	chr18	autosomes	LSK+ and LSK-	11.57886685	12.46868099	11.12821638	13.416667	1.076848119	1.205643972	1.141246046
Epg5	chr18	autosomes	LSK+ and LSK-	2.146014376	2.183066651	1.868520053	1.925612899	1.017265623	1.030555115	1.023910369
Ctdp1	chr18	autosomes	LSK+ and LSK-	28.25225549	33.00834721	20.84593142	28.96593933	1.168343788	1.38952483	1.278934309
Atp9b	chr18	autosomes	LSK+ and LSK-	10.75595619	11.502983	7.870453784	9.162981871	1.069452386	1.164225358	1.116838872
Ppp6r3	chr19	autosomes	LSK+ and LSK-	21.32327196	22.61370723	17.40678852	19.85133865	1.060517695	1.140436596	1.100477146
Pacs1	chr19	autosomes	LSK+ and LSK-	18.43246647	19.09622482	17.81596642	23.63474425	1.036010284	1.32660467	1.181307477
Pcnxl3	chr19	autosomes	LSK+ and LSK-	11.14341014	12.30464063	6.048588098	9.466139935	1.104207821	1.56501646	1.334612141
Pola2	chr19	autosomes	LSK+ and LSK-	66.92800588	70.92746709	63.63630611	74.16204021	1.059757663	1.165404543	1.112581103
Capn1	chr19	autosomes	LSK+ and LSK-	25.00488235	28.41256937	29.26638688	32.47370599	1.136280866	1.109590539	1.122935702
Batf2	chr19	autosomes	LSK+ and LSK-	1.348098194	2.11300559	1.382510859	2.427671551	1.56739739	1.75598733	1.66169236
Atg2a	chr19	autosomes	LSK+ and LSK-	11.10272762	11.14832772	7.245688892	8.879886128	1.004107108	1.22554063	1.114823869
Sf1	chr19	autosomes	LSK+ and LSK-	112.4634521	117.9043955	91.12839592	116.1025127	1.048379658	1.274054168	1.161216913
Esrra	chr19	autosomes	LSK+ and LSK-	22.44245028	22.75389939	17.58347597	22.57944062	1.013877678	1.284128386	1.149003032
Plcb3	chr19	autosomes	LSK+ and LSK-	13.09593449	14.41671724	5.955491215	10.94551792	1.10085441	1.83788667	1.46937054
Mta2	chr19	autosomes	LSK+ and LSK-	144.4840581	157.3165776	156.3486397	171.0404363	1.088816162	1.093968177	1.091392169
Incenp	chr19	autosomes	LSK+ and LSK-	75.228582	75.9317659	32.13128175	55.14875682	1.009347297	1.716357202	1.362852249
Rab3il1	chr19	autosomes	LSK+ and LSK-	6.782060899	8.096096876	6.916067678	8.43770758	1.193751722	1.220015184	1.206883453
Fads2	chr19	autosomes	LSK+ and LSK-	27.55237438	28.76095953	60.60233216	62.77882531	1.043865009	1.035914346	1.039889678
Ms4a4b	chr19	autosomes	LSK+ and LSK-	2.464761678	3.557180879	1.925221467	1.962188251	1.443214941	1.019201315	1.231208128
Ms4a3	chr19	autosomes	LSK+ and LSK-	828.0625386	1013.705149	422.3920925	442.239658	1.224189118	1.046988487	1.135588803
Mpeg1	chr19	autosomes	LSK+ and LSK-	4.792566888	6.577908968	3.487982272	3.530052304	1.372523143	1.012061424	1.192292283
Dtx4	chr19	autosomes	LSK+ and LSK-	23.01030878	29.63832206	10.28831476	11.80670697	1.288045387	1.147584152	1.21781477
Cep78	chr19	autosomes	LSK+ and LSK-	25.40660996	26.47668245	27.11021624	29.92095105	1.042117878	1.103678067	1.072897972
Jak2	chr19	autosomes	LSK+ and LSK-	15.51748291	17.53025922	13.10276603	19.42253289	1.129710232	1.48232311	1.306016671
Stambpl1	chr19	autosomes	LSK+ and LSK-	11.96892258	12.2941006	9.715610203	10.21881843	1.027168528	1.051793785	1.039481157
Kif11	chr19	autosomes	LSK+ and LSK-	32.06532703	34.48534977	18.27858277	24.36447881	1.075471638	1.332952293	1.204211965
Exoc6	chr19	autosomes	LSK+ and LSK-	37.25262265	40.18021002	40.70646323	47.83973921	1.078587417	1.175236938	1.126912177
Noc3l	chr19	autosomes	LSK+ and LSK-	9.108152761	10.71311989	6.791493341	9.923202298	1.176212145	1.461122289	1.318667217
Slc25a28	chr19	autosomes	LSK+ and LSK-	34.31590539	37.06991067	32.64510056	38.01441904	1.080254484	1.164475477	1.12236498
Cox15	chr19	autosomes	LSK+ and LSK-	22.02798985	24.19042201	25.63672683	25.70880061	1.098167476	1.002811349	1.050489412
Hif1an	chr19	autosomes	LSK+ and LSK-	7.142473196	7.554613176	6.653626648	8.359618816	1.057702699	1.256400345	1.157051522
Pprc1	chr19	autosomes	LSK+ and LSK-	27.13393651	28.22546055	26.01657588	38.13568355	1.040227264	1.465822548	1.253024906
Taf5	chr19	autosomes	LSK+ and LSK-	15.49980537	16.36659486	12.18091045	15.13132005	1.055922604	1.242215852	1.149069228
Add3	chr19	autosomes	LSK+ and LSK-	22.41773418	22.45136871	21.94677401	22.48625424	1.001500354	1.0245813	1.013040827
Dclre1a	chr19	autosomes	LSK+ and LSK-	7.413886969	8.689022969	4.76879712	7.757494679	1.171992911	1.626719377	1.399356144
Eif3a	chr19	autosomes	LSK+ and LSK-	66.70805736	68.56598892	52.97104199	68.93155097	1.027851681	1.301306306	1.164578993
Suv39h2	chr2	autosomes	LSK+ and LSK-	5.886647532	6.517854731	5.659142623	6.407291874	1.10722694	1.132201872	1.119714406
Frmd4a	chr2	autosomes	LSK+ and LSK-	8.596961998	9.686774721	5.222408697	8.511267424	1.126767191	1.629758971	1.378263081
Mcm10	chr2	autosomes	LSK+ and LSK-	28.32384466	30.51226774	18.67268188	28.96446086	1.077264337	1.551167692	1.314216015
Pfkfb3	chr2	autosomes	LSK+ and LSK-	7.890782448	8.533467742	3.843674751	5.240147048	1.0814476	1.363316979	1.222382289
Pdss1	chr2	autosomes	LSK+ and LSK-	17.93803802	19.00028118	20.77042881	21.93461259	1.059217354	1.05605006	1.057633707
Mastl	chr2	autosomes	LSK+ and LSK-	2.998051616	3.250336399	2.390895071	2.842283326	1.08414958	1.188794674	1.136472127
Psd4	chr2	autosomes	LSK+ and LSK-	34.65312111	40.02831754	22.80908587	25.95992236	1.155114352	1.138139534	1.146626943
Ehmt1	chr2	autosomes	LSK+ and LSK-	19.21423378	20.39552895	16.52870756	16.81003646	1.061480212	1.017020623	1.039250418
Rabl6	chr2	autosomes	LSK+ and LSK-	41.25748037	46.14903525	33.07977661	46.27630155	1.118561648	1.398930292	1.25874597
Card9	chr2	autosomes	LSK+ and LSK-	62.01264905	69.32645586	14.47810396	28.54104255	1.117940564	1.971324603	1.544632583
Pmpca	chr2	autosomes	LSK+ and LSK-	57.02314874	64.80834284	65.86803398	76.15398513	1.136526907	1.156159984	1.146343445
Inpp5e	chr2	autosomes	LSK+ and LSK-	10.97013091	11.05899525	8.065337443	11.26780929	1.008100572	1.397066071	1.202583321
Vav2	chr2	autosomes	LSK+ and LSK-	5.681646114	6.050406688	3.258532169	4.869414373	1.064903827	1.494358233	1.27963103
Wdr5	chr2	autosomes	LSK+ and LSK-	60.9859415	64.26779209	62.02272274	67.17402439	1.053813232	1.083055071	1.068434151
6530402F18Rik	chr2	autosomes	LSK+ and LSK-	3.192857944	3.569608417	2.054748174	2.05536169	1.117997881	1.000298585	1.059148233
Rapgef1	chr2	autosomes	LSK+ and LSK-	14.50441247	14.548089	11.35426795	14.62409705	1.003011258	1.287982379	1.145496819
Odf2	chr2	autosomes	LSK+ and LSK-	37.52585833	38.84435893	15.09069809	28.21417497	1.035135788	1.869640145	1.452387967
Sptan1	chr2	autosomes	LSK+ and LSK-	10.18056389	11.4890246	3.821731401	5.630448787	1.128525367	1.473271718	1.300898542
Nup188	chr2	autosomes	LSK+ and LSK-	20.40521276	24.2688195	17.11377356	21.77640629	1.189344104	1.27244913	1.230896617
Nup214	chr2	autosomes	LSK+ and LSK-	14.9044645	14.93608403	10.76944538	13.25826848	1.002121481	1.231100397	1.116610939
Pomt1	chr2	autosomes	LSK+ and LSK-	34.55877976	35.24922037	31.59969181	37.19659322	1.019978732	1.17711886	1.098548796
Golga2	chr2	autosomes	LSK+ and LSK-	11.83647881	13.55767326	3.801820568	10.28961578	1.145414399	2.706496952	1.925955675
Fpgs	chr2	autosomes	LSK+ and LSK-	40.79313092	43.73772177	58.5194329	63.96256382	1.072183497	1.093014075	1.082598786
Zbtb34	chr2	autosomes	LSK+ and LSK-	3.803294275	3.918839985	2.115355566	2.62490342	1.030380429	1.240880475	1.135630452
Mapkap1	chr2	autosomes	LSK+ and LSK-	30.14727047	32.29931906	29.44258571	29.95982527	1.071384525	1.017567736	1.04447613
Gm13498	chr2	autosomes	LSK+ and LSK-	1.03437186	1.224979984	0.785012739	1.03363508	1.184274274	1.316711217	1.250492746
Nmi	chr2	autosomes	LSK+ and LSK-	19.13697661	22.65701965	28.48059955	31.1112815	1.18393935	1.092367506	1.138153428
Prpf40a	chr2	autosomes	LSK+ and LSK-	54.80641486	57.86631756	54.47876846	65.652406	1.055831105	1.205100773	1.130465939
Rbms1	chr2	autosomes	LSK+ and LSK-	15.95808887	18.64844558	10.21322171	13.97186163	1.168588904	1.36801707	1.268302987
Wipf1	chr2	autosomes	LSK+ and LSK-	12.60739183	13.47922031	10.17640211	10.33249402	1.069152168	1.015338614	1.042245391
Agps	chr2	autosomes	LSK+ and LSK-	33.16720502	40.13713362	17.45362033	18.41430791	1.21014519	1.05504231	1.13259375
Nckap1	chr2	autosomes	LSK+ and LSK-	3.124754541	3.758741004	5.387574984	8.798278907	1.202891605	1.633068483	1.417980044
Zdhhc5	chr2	autosomes	LSK+ and LSK-	26.39430429	27.96460804	22.49869928	24.69371907	1.059494038	1.097562075	1.078528057
Nup160	chr2	autosomes	LSK+ and LSK-	19.6768117	20.88379669	20.98521883	22.30299292	1.061340475	1.062795347	1.062067911
Dgkz	chr2	autosomes	LSK+ and LSK-	59.30428148	64.36887633	43.61465303	51.62135941	1.085400155	1.183578358	1.134489257
Commd9	chr2	autosomes	LSK+ and LSK-	23.79120824	28.12242672	22.95343068	30.53038989	1.18205122	1.330101383	1.256076301
Nat10	chr2	autosomes	LSK+ and LSK-	32.71016587	34.2412064	30.36354263	40.58942011	1.04680626	1.336781436	1.191793848
Caprin1	chr2	autosomes	LSK+ and LSK-	70.07280987	77.21103636	71.90661777	74.39571813	1.101868706	1.034615734	1.06824222
Hipk3	chr2	autosomes	LSK+ and LSK-	11.06779706	11.77614091	7.336389346	8.393101298	1.064000438	1.14403706	1.104018749
Rcn1	chr2	autosomes	LSK+ and LSK-	28.90409846	33.99048704	34.55465642	36.99815414	1.175974649	1.070713993	1.123344321
Kif18a	chr2	autosomes	LSK+ and LSK-	9.971649048	10.67125358	8.050792833	9.173359966	1.070159362	1.139435601	1.104797481
Arhgap11a	chr2	autosomes	LSK+ and LSK-	23.65489967	25.86901514	16.41855649	17.36566448	1.093600713	1.057685217	1.075642965
Aqr	chr2	autosomes	LSK+ and LSK-	24.12813252	26.7706778	22.3173766	24.83183857	1.109521335	1.112668349	1.111094842
Eif2ak4	chr2	autosomes	LSK+ and LSK-	8.904139426	9.729677399	5.480259564	9.931469514	1.092713954	1.812226118	1.452470036
Rpusd2	chr2	autosomes	LSK+ and LSK-	3.910268709	3.99572214	5.46862955	7.805135804	1.021853596	1.427256268	1.224554932
Chp1	chr2	autosomes	LSK+ and LSK-	18.49236383	20.08844392	21.58086881	22.96303646	1.086310225	1.064045969	1.075178097
Rpap1	chr2	autosomes	LSK+ and LSK-	16.30259415	16.448011	14.09894556	17.14061248	1.00891986	1.215737192	1.112328526
Vps39	chr2	autosomes	LSK+ and LSK-	16.77463257	17.17199514	11.79314772	14.34955605	1.023688303	1.216770653	1.120229478
Zfp106	chr2	autosomes	LSK+ and LSK-	16.75521458	18.6678818	10.07849441	14.65501208	1.114153549	1.454087435	1.284120492
Mfap1a	chr2	autosomes	LSK+ and LSK-	3.901421927	4.02296946	3.769008395	4.663248918	1.031154675	1.237261484	1.134208079
Atp8b4	chr2	autosomes	LSK+ and LSK-	74.20390379	95.43594175	28.23697893	40.36730687	1.28613101	1.429590147	1.357860579
Usp8	chr2	autosomes	LSK+ and LSK-	30.06369151	32.92004807	18.44647678	25.87043704	1.095010174	1.402459524	1.248734849
Blvra	chr2	autosomes	LSK+ and LSK-	41.06166558	43.13892303	52.75187306	54.68977718	1.050588728	1.036736214	1.043662471
Snrnp200	chr2	autosomes	LSK+ and LSK-	24.64552015	27.56909903	21.57972447	24.59336951	1.118625164	1.139651692	1.129138428
Anapc1	chr2	autosomes	LSK+ and LSK-	19.92138748	23.75189969	20.41114355	21.1119201	1.192281397	1.034333037	1.113307217
Itpa	chr2	autosomes	LSK+ and LSK-	42.87820492	47.07408183	48.09650207	56.07297287	1.097855704	1.165843054	1.131849379
Atrn	chr2	autosomes	LSK+ and LSK-	5.203655334	5.708132855	2.035337935	3.386842653	1.096946759	1.664019815	1.380483287
Cds2	chr2	autosomes	LSK+ and LSK-	4.47945632	5.108892295	4.74060691	5.511452902	1.140516154	1.162604917	1.151560535
Acss1	chr2	autosomes	LSK+ and LSK-	30.31076221	35.70523303	52.40524125	70.35406222	1.177972127	1.342500493	1.26023631
Tbc1d20	chr2	autosomes	LSK+ and LSK-	19.47653999	24.46468943	21.7700531	21.99926791	1.256110656	1.010528905	1.13331978
Plagl2	chr2	autosomes	LSK+ and LSK-	7.76075518	8.4068622	7.157056976	8.698305613	1.083253112	1.215346705	1.149299908
Rprd1b	chr2	autosomes	LSK+ and LSK-	23.54233833	25.21521721	23.49718444	26.10560917	1.071058315	1.111010097	1.091034206
Srsf6	chr2	autosomes	LSK+ and LSK-	133.4560711	137.5742846	135.4870063	143.8937734	1.030858196	1.062048511	1.046453353
Stk4	chr2	autosomes	LSK+ and LSK-	38.96473607	47.74681608	37.47640622	38.02325008	1.225385333	1.014591684	1.119988508
Elmo2	chr2	autosomes	LSK+ and LSK-	26.96499672	31.85675841	18.99838317	20.66785765	1.181411544	1.087874556	1.13464305
Arfgef2	chr2	autosomes	LSK+ and LSK-	5.677939141	6.073246782	2.773216723	4.887657078	1.069621676	1.762450456	1.416036066
Znfx1	chr2	autosomes	LSK+ and LSK-	3.92465812	5.071640493	2.917671214	4.513824351	1.292250264	1.547064086	1.419657175
Slc9a8	chr2	autosomes	LSK+ and LSK-	10.44843232	10.97415552	7.519588815	11.44049612	1.050315988	1.521425759	1.285870874
Zfp64	chr2	autosomes	LSK+ and LSK-	25.86045023	26.69629329	19.67465574	25.60183445	1.032321288	1.30125959	1.166790439
Slmo2	chr2	autosomes	LSK+ and LSK-	89.5722904	96.00649365	105.7655851	119.0603905	1.071832519	1.125700675	1.098766597
Slc17a9	chr2	autosomes	LSK+ and LSK-	15.24225674	16.34830668	9.256396311	11.76040619	1.07256471	1.27051671	1.17154071
Prpf6	chr2	autosomes	LSK+ and LSK-	35.80582015	40.43591429	34.4038638	38.31365905	1.129311216	1.113644074	1.121477645
Mir7007	chr3	autosomes	LSK+ and LSK-	1.737070135	2.018767013	2.068417288	4.046611181	1.162167821	1.956380468	1.559274144
Prkci	chr3	autosomes	LSK+ and LSK-	12.72593532	13.54849627	8.554989062	8.940609025	1.064636581	1.045075448	1.054856015
Pik3ca	chr3	autosomes	LSK+ and LSK-	5.789974045	6.21492869	4.94798936	5.636302665	1.073394914	1.139109698	1.106252306
Ccrn4l	chr3	autosomes	LSK+ and LSK-	13.88693899	14.33166709	13.96468107	14.56990992	1.032024919	1.04333997	1.037682444
Naa15	chr3	autosomes	LSK+ and LSK-	22.08874357	22.44041302	18.93779757	23.06701267	1.015920754	1.218040935	1.116980845
Maml3	chr3	autosomes	LSK+ and LSK-	3.488011224	3.560691255	2.601403192	2.81653335	1.020837098	1.082697738	1.051767418
Golim4	chr3	autosomes	LSK+ and LSK-	19.14365	21.14841	8.485878	16.30293	1.104721931	1.921183642	1.512952787
Rapgef2	chr3	autosomes	LSK+ and LSK-	3.543963	3.619413	1.903083	2.008462	1.021289726	1.055372782	1.038331254
D930015E06Rik	chr3	autosomes	LSK+ and LSK-	20.49453	22.34564	18.01318	22.80083	1.090322149	1.265785941	1.178054045
Fbxw7	chr3	autosomes	LSK+ and LSK-	5.000978	5.272122	4.050474	5.08701	1.054218195	1.255904864	1.15506153
Iqgap3	chr3	autosomes	LSK+ and LSK-	9.648757	10.56243	5.236307	6.033201	1.094693337	1.152186264	1.123439801
Tmem79	chr3	autosomes	LSK+ and LSK-	1.394413	1.753572	0.9293274	1.186106	1.257570031	1.276305853	1.266937942
Fdps	chr3	autosomes	LSK+ and LSK-	18.75108	22.28681	16.98262	22.13726	1.188561406	1.303524427	1.246042916
Fam189b	chr3	autosomes	LSK+ and LSK-	17.48995	18.59006	22.58607	29.48311	1.062899551	1.305366981	1.184133266
Ubap2l	chr3	autosomes	LSK+ and LSK-	64.01797	68.44801	56.00727	71.61786	1.069199945	1.278724351	1.173962148
Dennd4b	chr3	autosomes	LSK+ and LSK-	11.15873	11.68922	7.746025	9.054283	1.047540356	1.16889411	1.108217233
Ints3	chr3	autosomes	LSK+ and LSK-	13.63172	15.15056	10.2409	13.41234	1.111419542	1.309683719	1.210551631
Setdb1	chr3	autosomes	LSK+ and LSK-	17.72259	18.24038	13.62024	20.56304	1.029216384	1.509741385	1.269478885
Ecm1	chr3	autosomes	LSK+ and LSK-	2.247489	3.088214	4.394483	4.474925	1.374073021	1.018305225	1.196189123
Vps45	chr3	autosomes	LSK+ and LSK-	13.16892	13.691	11.68399	11.71915	1.039644861	1.003009246	1.021327053
Sf3b4	chr3	autosomes	LSK+ and LSK-	33.44733	38.34517	43.63107	45.76552	1.146434409	1.048920414	1.097677411
Chd1l	chr3	autosomes	LSK+ and LSK-	31.25913	33.55944	28.98514	35.16585	1.07358842	1.213237197	1.143412809
Ttf2	chr3	autosomes	LSK+ and LSK-	13.05385	13.94673	6.455238	11.70942	1.068399744	1.813940865	1.441170304
Lrif1	chr3	autosomes	LSK+ and LSK-	4.034916	4.216457	3.830974	3.997315	1.04499251	1.043420028	1.044206269
Csf1	chr3	autosomes	LSK+ and LSK-	3.442714	5.185017	2.38428	3.578075	1.506084153	1.50069413	1.503389142
Ampd2	chr3	autosomes	LSK+ and LSK-	80.87526	91.5352	56.74919	66.72449	1.131807181	1.17577872	1.15379295
Gclm	chr3	autosomes	LSK+ and LSK-	90.30417	98.01705	167.97	190.0218	1.085410009	1.131284158	1.108347084
Ints12	chr3	autosomes	LSK+ and LSK-	11.31627	11.7722	10.67123	12.36352	1.040289777	1.158584343	1.09943706
Pdlim5	chr3	autosomes	LSK+ and LSK-	3.682476	4.181809	3.696442	4.269674	1.135597082	1.155076693	1.145336887
Gbp3	chr3	autosomes	LSK+ and LSK-	19.29071	34.77765	23.66798	31.09845	1.802818559	1.313946099	1.558382329
Lmo4	chr3	autosomes	LSK+ and LSK-	66.04936	67.67976	67.11091	68.77165	1.024684569	1.0247462	1.024715385
Ssx2ip	chr3	autosomes	LSK+ and LSK-	13.74279	14.79509	16.56913	23.67005	1.07657106	1.428563238	1.252567149
Aco1	chr4	autosomes	LSK+ and LSK-	16.4529	16.70854	19.78817	20.88422	1.015537686	1.055389154	1.03546342
Tmem215	chr4	autosomes	LSK+ and LSK-	2.159761	3.865757	2.578673	2.960323	1.789900364	1.14800248	1.468951422
Nfx1	chr4	autosomes	LSK+ and LSK-	28.16832	29.60495	23.3419	28.60179	1.051001622	1.225341125	1.138171373
Ubap2	chr4	autosomes	LSK+ and LSK-	46.26952	49.8889	33.57396	52.62262	1.07822385	1.567364112	1.322793981
Tdrd7	chr4	autosomes	LSK+ and LSK-	7.808583	8.90187	5.16733	7.010717	1.140010934	1.35673878	1.248374857
Ncbp1	chr4	autosomes	LSK+ and LSK-	49.8457	55.79945	56.41622	57.04083	1.119443603	1.011071461	1.065257532
Tbc1d2	chr4	autosomes	LSK+ and LSK-	9.775609	11.94847	5.225314	6.577506	1.222273722	1.258777176	1.240525449
Ikbkap	chr4	autosomes	LSK+ and LSK-	12.74575	13.00155	12.84855	13.90201	1.020069435	1.081990575	1.051030005
Fam206a	chr4	autosomes	LSK+ and LSK-	11.67583	12.47192	11.11738	11.49787	1.068182733	1.03422479	1.051203762
AI314180	chr4	autosomes	LSK+ and LSK-	21.34762	23.27888	16.88996	18.86498	1.090467228	1.116934558	1.103700893
Snx30	chr4	autosomes	LSK+ and LSK-	6.697682	6.783007	4.3782	4.594011	1.012739482	1.049292175	1.031015828
Fkbp15	chr4	autosomes	LSK+ and LSK-	14.69949	15.19887	7.948522	11.5704	1.033972607	1.455666852	1.24481973
Slc31a1	chr4	autosomes	LSK+ and LSK-	19.34346	21.35055	20.95689	21.31118	1.103760651	1.016905657	1.060333154
Tek	chr4	autosomes	LSK+ and LSK-	1.401626	1.617905	2.205907	2.865848	1.154305785	1.299169911	1.226737848
Slc35d1	chr4	autosomes	LSK+ and LSK-	8.570066	8.621454	7.302476	8.396054	1.00599622	1.149754412	1.077875316
Lrp8	chr4	autosomes	LSK+ and LSK-	6.918413	6.968739	3.499411	4.742658	1.007274212	1.355273216	1.181273714
Nrd1	chr4	autosomes	LSK+ and LSK-	37.13108	44.61613	31.16587	33.41741	1.201584495	1.072243772	1.136914133
Faf1	chr4	autosomes	LSK+ and LSK-	27.76724	30.99446	29.77274	30.00239	1.116224011	1.007713432	1.061968721
Rad54l	chr4	autosomes	LSK+ and LSK-	40.6331	42.40712	37.52384	39.49261	1.04365948	1.052467178	1.048063329
Mast2	chr4	autosomes	LSK+ and LSK-	9.187029	9.28191	5.368948	10.0812	1.010327713	1.87768628	1.444006997
Tmem69	chr4	autosomes	LSK+ and LSK-	13.24471	14.38165	14.33194	16.7055	1.085841064	1.165613308	1.125727186
Hectd3	chr4	autosomes	LSK+ and LSK-	9.410784	9.887612	8.272926	10.87882	1.050668255	1.314990609	1.182829432
Kif2c	chr4	autosomes	LSK+ and LSK-	27.96959	29.55311	17.17425	21.70407	1.056615774	1.263756496	1.160186135
Ctps	chr4	autosomes	LSK+ and LSK-	44.14277	46.18598	43.6387	52.14967	1.046286402	1.19503262	1.120659511
Trit1	chr4	autosomes	LSK+ and LSK-	16.99022	18.06743	12.95809	13.44776	1.063401769	1.037788748	1.050595258
Cdca8	chr4	autosomes	LSK+ and LSK-	134.577	137.9532	102.3465	115.6184	1.025087496	1.129676149	1.077381823
Map7d1	chr4	autosomes	LSK+ and LSK-	41.40188	44.89262	14.1345	30.03288	1.084313563	2.124792529	1.604553046
AU040320	chr4	autosomes	LSK+ and LSK-	12.45725	13.21329	9.048995	10.45564	1.060690762	1.155447649	1.108069206
Rnf19b	chr4	autosomes	LSK+ and LSK-	20.51554	23.61739	13.23024	14.95105	1.151195143	1.130066424	1.140630783
Txlna	chr4	autosomes	LSK+ and LSK-	57.5659	57.97869	33.1833	48.79569	1.007170738	1.470489373	1.238830055
Kpna6	chr4	autosomes	LSK+ and LSK-	5.103537	5.604544	4.051821	5.105206	1.098168584	1.259978168	1.179073376
Epb4.1	chr4	autosomes	LSK+ and LSK-	19.10953	20.58481	14.75917	22.69886	1.077201271	1.537949627	1.307575449
Snora61	chr4	autosomes	LSK+ and LSK-	1.372846	2.849066	0	2.937057	2.07529905	#DIV/0!	#DIV/0!
Rcc1	chr4	autosomes	LSK+ and LSK-	113.553	119.4719	125.9078	134.7015	1.052124559	1.069842377	1.060983468
