""	"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"transcript_id"	"exon_number"	"exon_id"
"1099"	"Tmem38a"	15.6862686009779	-0.290593792917667	0.880568834353885	-0.330006901880521	0.741394747054372	0.942356498477446	"chr8"	72571823	72587284	15462	"+"	"refGene"	"transcript"	NA	NA	"Tmem38a"	"NM_001357280"	NA	NA
"1100"	"Ubxn4"	4682.97946529904	0.112998938920745	0.183243791526382	0.616659031007202	0.537459649338032	0.858199840969205	"chr1"	128244137	128279378	35242	"+"	"refGene"	"transcript"	NA	NA	"Ubxn4"	"NM_001356529"	NA	NA
"1101"	"Rnf181"	588.081884121684	-0.163970611294415	0.238008526258501	-0.688927467734187	0.490868913048054	0.829180586124499	"chr6"	72359712	72362432	2721	"-"	"refGene"	"transcript"	NA	NA	"Rnf181"	"NM_025607"	NA	NA
"1102"	"Ccdc59"	4362.71371124929	0.0930704008148294	0.192940543835259	0.482378659066581	0.629536978486585	0.904051100500863	"chr10"	105841479	105847510	6032	"+"	"refGene"	"transcript"	NA	NA	"Ccdc59"	"NM_025602"	NA	NA
"1103"	"Aldh9a1"	949.394098920059	0.200606497121921	0.211321679062759	0.949294450108663	0.342470875440648	0.710845148103434	"chr1"	167349991	167368530	18540	"+"	"refGene"	"transcript"	NA	NA	"Aldh9a1"	"NM_019993"	NA	NA
"1104"	"Atxn7l2"	12.1072707558204	-0.955507349912175	0.970325359844144	-0.984728823397598	0.324757290707161	0.693778659921868	"chr3"	108202228	108210527	8300	"-"	"refGene"	"transcript"	NA	NA	"Atxn7l2"	"NM_175183"	NA	NA
"1105"	"E130008D07Rik"	15.8350146031691	0.348299949879944	0.888171071017285	0.392154125759817	0.694944337211287	0.927578317776083	"chr17"	43149357	43158291	8935	"-"	"refGene"	"transcript"	NA	NA	"E130008D07Rik"	"NR_045154"	NA	NA
"1106"	"AI197445"	10.0375673697753	1.72701112436091	1.10637538628776	1.5609630743464	0.118532463583758	0.393022943899406	"chr13"	107469822	107479188	9367	"+"	"refGene"	"transcript"	NA	NA	"AI197445"	"NR_045083"	NA	NA
"1107"	"Acsm2"	40.224590388481	0.145406760341605	0.570933928286893	0.254682290081977	0.798968495762662	0.962194168274198	"chr7"	119554340	119600694	46355	"+"	"refGene"	"transcript"	NA	NA	"Acsm2"	"NM_001177977"	NA	NA
"1108"	"Clcf1"	145.261837898662	-0.426513706740962	0.340286063317501	-1.25339751673288	0.210061074764655	0.549681462829955	"chr19"	4214389	4223505	9117	"+"	"refGene"	"transcript"	NA	NA	"Clcf1"	"NM_001310039"	NA	NA
"1109"	"Smurf2"	9743.32373414741	-0.111780236286987	0.189777697282752	-0.589006178742092	0.555857128781878	0.869535338891473	"chr11"	106820061	106920715	100655	"-"	"refGene"	"transcript"	NA	NA	"Smurf2"	"NM_025481"	NA	NA
"1110"	"Dzip3"	27007.4852997132	-0.239908962463696	0.204294738866578	-1.17432765911988	0.240263808670879	0.593952599408847	"chr16"	48924228	48994112	69885	"-"	"refGene"	"transcript"	NA	NA	"Dzip3"	"NM_027341"	NA	NA
"1111"	"Bin3"	37.0565077971677	1.11905926171125	0.65899217965622	1.69813739260918	0.0894818335977842	0.326993939540595	"chr14"	70100093	70137959	37867	"+"	"refGene"	"transcript"	NA	NA	"Bin3"	"NM_021328"	NA	NA
"1112"	"Aggf1"	1928.77437481567	0.375843006071849	0.197003848282193	1.90779525044344	0.0564176848877875	0.235266764833051	"chr13"	95350683	95375357	24675	"-"	"refGene"	"transcript"	NA	NA	"Aggf1"	"NM_025630"	NA	NA
"1113"	"0610030E20Rik"	650.007275771723	0.374992399709458	0.21795204997459	1.72052705975088	0.0853366792629322	0.31593136759209	"chr6"	72347317	72353160	5844	"+"	"refGene"	"transcript"	NA	NA	"0610030E20Rik"	"NM_026696"	NA	NA
"1114"	"Slc11a1"	36.242218037424	-0.728827226957959	0.582884815934959	-1.25037950386288	0.211160948147053	0.551056151095892	"chr1"	74375203	74386051	10849	"+"	"refGene"	"transcript"	NA	NA	"Slc11a1"	"NM_013612"	NA	NA
"1115"	"D230017M19Rik"	2.11953440852245	0.152254096125852	2.23068838076615	0.0682543099424575	0.94558319464777	0.988925614452121	"chr1"	72243993	72274869	30877	"+"	"refGene"	"transcript"	NA	NA	"D230017M19Rik"	"NR_155355"	NA	NA
"1116"	"Adcy10"	2.87319088530303	-3.35379278332336	2.31975251259244	-1.44575456438468	0.148246054054617	0.450246143061805	"chr1"	165485183	165576773	91591	"+"	"refGene"	"transcript"	NA	NA	"Adcy10"	"NM_001357427"	NA	NA
"1117"	"Elovl4"	2627.35760825325	-0.73035738668716	0.209176630184544	-3.49158214300904	0.000480168793250179	0.00458102680934372	"chr9"	83778692	83806305	27614	"-"	"refGene"	"transcript"	NA	NA	"Elovl4"	"NM_148941"	NA	NA
"1118"	"Pcsk2os1"	9.6119148557277	-0.409864230467998	1.10886750874505	-0.369624168113519	0.7116625409388	0.933593449610793	"chr2"	143535476	143547837	12362	"-"	"refGene"	"transcript"	NA	NA	"Pcsk2os1"	"NR_040354"	NA	NA
"1119"	"Vash2"	983.094219316793	0.0628789161813997	0.21353010799218	0.294473302957831	0.768396260666695	0.953914660644727	"chr1"	190947646	190979296	31651	"-"	"refGene"	"transcript"	NA	NA	"Vash2"	"NR_027352"	NA	NA
"1120"	"Cahm"	254.358514682145	0.349038192235975	0.291030526159854	1.19931815002891	0.230404260301426	0.579710106884191	"chr17"	10319919	10321141	1223	"+"	"refGene"	"transcript"	NA	NA	"Cahm"	"NR_037588"	NA	NA
"1121"	"Gm11532"	2.21876998636599	-0.351646199268488	2.35286730349075	-0.149454326959612	0.881195146329332	0.977392226523792	"chr11"	97020508	97026418	5911	"-"	"refGene"	"transcript"	NA	NA	"Gm11532"	"NR_133649"	NA	NA
"1122"	"Apobec3"	163.499338277011	-0.26482688642168	0.310966636626216	-0.851624757224372	0.394422394210688	0.758934731243703	"chr15"	79892408	79908429	16022	"+"	"refGene"	"transcript"	NA	NA	"Apobec3"	"NM_001160415"	NA	NA
"1123"	"Smox"	3.31338841095649	-0.20612835049974	1.81947243390352	-0.113290175030302	0.909800506282906	0.983389775901849	"chr2"	131491862	131525183	33322	"+"	"refGene"	"transcript"	NA	NA	"Smox"	"NM_001177837"	NA	NA
"1124"	"Klra3"	2.6410098549875	-1.1302369324883	2.18314106471952	-0.517711361282786	0.60465967017743	0.893228184073239	"chr6"	130323289	130337626	14338	"-"	"refGene"	"transcript"	NA	NA	"Klra3"	"NM_001289604"	NA	NA
"1125"	"Uimc1"	1810.44216232174	0.190192399942546	0.205886839450987	0.923771526386573	0.355605282890793	0.723981797349182	"chr13"	55027880	55100300	72421	"-"	"refGene"	"transcript"	NA	NA	"Uimc1"	"NM_001293660"	NA	NA
"1126"	"4930546K05Rik"	3.13799710009996	-2.26792098325534	2.07650506982561	-1.09218177032711	0.274753213523596	0.634433912958716	"chr9"	42182238	42209231	26994	"-"	"refGene"	"transcript"	NA	NA	"4930546K05Rik"	"NR_040754"	NA	NA
"1127"	"Ica1l"	168.47212363124	-4.28177223269185	0.393975601406188	-10.8681152269563	1.63544418930365e-27	1.48918579439947e-25	"chr1"	59989068	60043122	54055	"-"	"refGene"	"transcript"	NA	NA	"Ica1l"	"NM_001316694"	NA	NA
"1128"	"1700025N23Rik"	57.7818808645495	-0.361855174128789	0.50147595955891	-0.721580301570329	0.470552553638126	0.813895920666698	"chr6"	39063879	39067586	3708	"-"	"refGene"	"transcript"	NA	NA	"1700025N23Rik"	"NR_040523"	NA	NA
"1129"	"Dnase1l1"	87.8715879002233	0.253886571593692	0.393509106758521	0.645186012809333	0.518806649320435	0.846554526910865	"chrX"	74273217	74282333	9117	"-"	"refGene"	"transcript"	NA	NA	"Dnase1l1"	"NM_001172154"	NA	NA
"1130"	"Tspan4"	51.8196284689413	-0.525657151733751	0.530754372472326	-0.99039627179173	0.321980467010464	0.690568422611739	"chr7"	141476380	141493427	17048	"+"	"refGene"	"transcript"	NA	NA	"Tspan4"	"NM_001252588"	NA	NA
"1131"	"Zfp410"	2020.27457797699	-0.0036149970081905	0.1917681104335	-0.0188508767178163	0.984960067268467	0.997065742464013	"chr12"	84316859	84335867	19009	"+"	"refGene"	"transcript"	NA	NA	"Zfp410"	"NM_001252583"	NA	NA
"1132"	"Ldhb"	15.293788871671	-3.0675744800966	1.0121079920319	-3.03087664977151	0.00243844842995703	0.019004310705196	"chr6"	142490249	142507957	17709	"-"	"refGene"	"transcript"	NA	NA	"Ldhb"	"NM_001316322"	NA	NA
"1133"	"Nkiras1"	219.56311970325	0.605386234739473	0.288628865549823	2.09745561514176	0.0359532623056692	0.169760283817415	"chr14"	18271136	18284000	12865	"+"	"refGene"	"transcript"	NA	NA	"Nkiras1"	"NM_001316711"	NA	NA
"1134"	"Mus81"	21.1185893515842	-0.369785092298966	0.83768447968915	-0.441437201314971	0.658896515274608	0.915278957734458	"chr19"	5482561	5488379	5819	"-"	"refGene"	"transcript"	NA	NA	"Mus81"	"NR_153768"	NA	NA
"1135"	"Ldah"	1142.8362194756	0.170187885551381	0.197134392251112	0.863308951867687	0.387967623636162	0.752808884698893	"chr12"	8208126	8282220	74095	"+"	"refGene"	"transcript"	NA	NA	"Ldah"	"NR_157109"	NA	NA
"1136"	"Tatdn1"	2050.34725838489	0.0492437032420363	0.212875218021724	0.231326613307383	0.817061072886826	0.965507815656901	"chr15"	58899931	58933738	33808	"-"	"refGene"	"transcript"	NA	NA	"Tatdn1"	"NM_001368428"	NA	NA
"1137"	"Chaf1a"	93.1615764337178	-0.242811607395734	0.480854729556722	-0.504958342864945	0.613588094746882	0.897214342831933	"chr17"	56040416	56068026	27611	"+"	"refGene"	"transcript"	NA	NA	"Chaf1a"	"NM_013733"	NA	NA
"1138"	"Prkg1"	209.520819396692	-0.204057043952574	0.326000023183473	-0.625941808101439	0.531353110760287	0.854080563032872	"chr19"	30564487	31765033	1200547	"-"	"refGene"	"transcript"	NA	NA	"Prkg1"	"NM_001013833"	NA	NA
"1139"	"Glrx3"	2679.71234010755	-0.285469597089377	0.230033060634252	-1.24099377846938	0.214608047218239	0.555817457304916	"chr7"	137437573	137469630	32058	"+"	"refGene"	"transcript"	NA	NA	"Glrx3"	"NM_023140"	NA	NA
"1140"	"Bloc1s2"	652.852546795171	0.399715530015562	0.230790096326354	1.7319440321665	0.083283527871593	0.310655980162979	"chr19"	44139247	44146446	7200	"-"	"refGene"	"transcript"	NA	NA	"Bloc1s2"	"NM_028607"	NA	NA
"1141"	"Ebf1"	4229.02336338296	0.775298774530405	0.200487019175779	3.86707716897449	0.000110147580909941	0.00121339452262735	"chr11"	44618100	45008096	389997	"+"	"refGene"	"transcript"	NA	NA	"Ebf1"	"NM_001362571"	NA	NA
"1142"	"Zfp229"	4191.37786922595	-0.0667238090734922	0.216337540740561	-0.308424551952865	0.757759302202005	0.9501682484924	"chr17"	21733724	21748969	15246	"+"	"refGene"	"transcript"	NA	NA	"Zfp229"	"NM_001164676"	NA	NA
"1143"	"Cox7a2l"	745.715326654318	-0.0911857220193334	0.236957335887434	-0.38481915606382	0.70037140555903	0.929993332545633	"chr17"	83501917	83514333	12417	"-"	"refGene"	"transcript"	NA	NA	"Cox7a2l"	"NM_001159529"	NA	NA
"1144"	"Shcbp1"	14930.663861805	-0.39692258116347	0.188903349893151	-2.10119397770331	0.0356239418494724	0.168703637718354	"chr8"	4735976	4779567	43592	"-"	"refGene"	"transcript"	NA	NA	"Shcbp1"	"NM_011369"	NA	NA
"1145"	"Srpx"	10.3087302126812	-2.87538946291579	1.18009243872298	-2.43657985473355	0.0148268953191694	0.084769043139372	"chrX"	10037977	10117640	79664	"-"	"refGene"	"transcript"	NA	NA	"Srpx"	"NM_016911"	NA	NA
"1146"	"Pigp"	2812.13428341577	-0.146749247140402	0.19796175679124	-0.741300994288285	0.458510958978855	0.805878986989435	"chr16"	94364452	94371015	6564	"-"	"refGene"	"transcript"	NA	NA	"Pigp"	"NM_019543"	NA	NA
"1147"	"Pcdh9"	3226.41719981087	0.409600194963688	0.180862210816596	2.26470854864781	0.0235305705430892	0.122149482860871	"chr14"	93013700	93890669	876970	"-"	"refGene"	"transcript"	NA	NA	"Pcdh9"	"NM_001271799"	NA	NA
"1148"	"Pik3r3"	1852.97759401859	-0.165617988640199	0.190417990468615	-0.869760195623407	0.384431468298404	0.749858063870389	"chr4"	116221416	116303056	81641	"+"	"refGene"	"transcript"	NA	NA	"Pik3r3"	"NM_001355585"	NA	NA
"1149"	"Sytl4"	55.6358587195657	-2.75985686168708	0.545289113632324	-5.06127262160599	4.16467207903981e-07	7.15001637245176e-06	"chrX"	133936385	133981812	45428	"-"	"refGene"	"transcript"	NA	NA	"Sytl4"	"NM_001290717"	NA	NA
"1150"	"Atp5d"	16.2125167172684	-0.101537425951276	0.855387358282952	-0.118703444665228	0.905510307398327	0.982810565833687	"chr10"	80142315	80145818	3504	"+"	"refGene"	"transcript"	NA	NA	"Atp5d"	"NM_025313"	NA	NA
"1151"	"Rp9"	143.391472181169	-0.192556820227919	0.361613050848312	-0.532494111526667	0.59438381909159	0.888760309097524	"chr9"	22448312	22468356	20045	"-"	"refGene"	"transcript"	NA	NA	"Rp9"	"NM_018739"	NA	NA
"1152"	"Nemf"	11195.2155688714	0.242926192176405	0.176527996148428	1.37613408341274	0.168780125088843	0.487206994312438	"chr12"	69311543	69357176	45634	"-"	"refGene"	"transcript"	NA	NA	"Nemf"	"NM_025441"	NA	NA
"1153"	"Kmt5b"	5352.66700441778	0.0875977131700291	0.190567242362432	0.459668262415376	0.645754353461911	0.909312356245111	"chr19"	3767421	3818303	50883	"+"	"refGene"	"transcript"	NA	NA	"Kmt5b"	"NM_001167885"	NA	NA
"1154"	"Suv39h1"	1226.78089210298	-0.405532267038873	0.220718033264161	-1.83733182577575	0.0661609243314426	0.264919904914129	"chrX"	8061171	8074361	13191	"-"	"refGene"	"transcript"	NA	NA	"Suv39h1"	"NM_001290716"	NA	NA
"1155"	"Stag2"	40839.9787851315	0.116537103056822	0.195370510414515	0.596492801342266	0.550846061472753	0.866678560790707	"chrX"	42150154	42277186	127033	"+"	"refGene"	"transcript"	NA	NA	"Stag2"	"NM_001290713"	NA	NA
"1156"	"Nol4l"	9.89551086680415	-4.28338856553747	1.46635976625377	-2.92110344549387	0.00348793994173963	0.0255604349913947	"chr2"	153407461	153529971	122511	"-"	"refGene"	"transcript"	NA	NA	"Nol4l"	"NM_001134300"	NA	NA
"1157"	"Tor1aip2"	13679.0647590086	0.330176854670994	0.182148183951404	1.81268266039415	0.0698807803747387	0.275669309533903	"chr1"	156035727	156053736	18010	"+"	"refGene"	"transcript"	NA	NA	"Tor1aip2"	"NM_001160180"	NA	NA
"1158"	"Ktn1"	14230.4368186309	0.645487707614352	0.189692324370235	3.40281405564154	0.000666956544907258	0.00610401005825745	"chr14"	47649311	47736564	87254	"+"	"refGene"	"transcript"	NA	NA	"Ktn1"	"NM_001347525"	NA	NA
"1159"	"Unc5d"	2.06867316451147	-0.767237450561678	2.25005619537904	-0.340985906101972	0.733114191902739	0.938874299350605	"chr8"	28646717	29219636	572920	"-"	"refGene"	"transcript"	NA	NA	"Unc5d"	"NM_001347501"	NA	NA
"1160"	"Miga1"	162.458594206185	0.854442306079574	0.325744641447181	2.62304332093862	0.00871481907150203	0.0551224082181641	"chr3"	152273460	152340407	66948	"-"	"refGene"	"transcript"	NA	NA	"Miga1"	"NM_001162375"	NA	NA
"1161"	"Setd3"	3124.74711425316	0.337140874995652	0.181248705316294	1.86010087303694	0.0628712557036477	0.25522820423487	"chr12"	108106431	108179284	72854	"-"	"refGene"	"transcript"	NA	NA	"Setd3"	"NM_028262"	NA	NA
"1162"	"Capn12"	13.1796867387053	-0.755511339337582	0.947565084993789	-0.797318676365682	0.42526597629757	0.78198570311711	"chr7"	28881656	28893585	11930	"+"	"refGene"	"transcript"	NA	NA	"Capn12"	"NM_001110807"	NA	NA
"1163"	"Mrpl52"	191.851741504103	0.37114683519981	0.350646024097727	1.05846583076148	0.289843120700103	0.652770468248221	"chr14"	54426909	54429750	2842	"+"	"refGene"	"transcript"	NA	NA	"Mrpl52"	"NM_026851"	NA	NA
"1164"	"Gpr180"	319.903238269508	0.404976089215404	0.302679847566853	1.33796845898687	0.180906718806473	0.505379604557034	"chr14"	118137127	118164232	27106	"+"	"refGene"	"transcript"	NA	NA	"Gpr180"	"NM_021434"	NA	NA
"1165"	"Dr1"	17662.0783724729	0.283212326727948	0.222812184155422	1.27108096804255	0.203699845290434	0.540407463432321	"chr5"	108268897	108280521	11625	"+"	"refGene"	"transcript"	NA	NA	"Dr1"	"NM_026106"	NA	NA
"1166"	"Zfand2b"	7.60788999130637	0.565356923157839	1.20194177273586	0.470369643506917	0.638090948466523	0.907023800913751	"chr1"	75168735	75171626	2892	"+"	"refGene"	"transcript"	NA	NA	"Zfand2b"	"NM_026846"	NA	NA
"1167"	"Lman2"	454.88669719633	0.109416703392549	0.248787657014599	0.43979956524181	0.660082282556894	0.915803389346613	"chr13"	55343833	55362783	18951	"-"	"refGene"	"transcript"	NA	NA	"Lman2"	"NM_025828"	NA	NA
"1168"	"Cmc2"	153.759781592033	-0.112135787103113	0.323062633478764	-0.347102312315189	0.728514456399556	0.937657674380069	"chr8"	116888685	116921436	32752	"-"	"refGene"	"transcript"	NA	NA	"Cmc2"	"NM_026844"	NA	NA
"1169"	"Carhsp1"	842.39771062484	0.644197409190976	0.257013282201498	2.50647516608082	0.0121941623376059	0.0720778198648877	"chr16"	8658587	8672153	13567	"-"	"refGene"	"transcript"	NA	NA	"Carhsp1"	"NM_025821"	NA	NA
"1170"	"Pdgfrl"	135.162277904267	-2.73984522534216	0.421095268145155	-6.50647355267292	7.69354400207181e-11	2.0535624778814e-09	"chr8"	40926233	40990770	64538	"+"	"refGene"	"transcript"	NA	NA	"Pdgfrl"	"NM_026840"	NA	NA
"1171"	"Nde1"	2265.77544894213	0.0997868431661643	0.184144623726119	0.541893872039289	0.587891618500075	0.886400804003465	"chr16"	14163275	14192923	29649	"+"	"refGene"	"transcript"	NA	NA	"Nde1"	"NM_001285503"	NA	NA
"1172"	"Cd46"	179.586613618453	0.8551436963342	0.328546705333805	2.60280709698601	0.00924639632785383	0.0579137588022782	"chr1"	195041238	195092248	51011	"-"	"refGene"	"transcript"	NA	NA	"Cd46"	"NR_132621"	NA	NA
"1173"	"Eif3k"	72.6065228098687	-0.264594563947922	0.498570642009931	-0.530706266380305	0.595622342954291	0.889345112770157	"chr7"	28971372	28981888	10517	"-"	"refGene"	"transcript"	NA	NA	"Eif3k"	"NM_001285942"	NA	NA
"1174"	"Fez2"	2270.56967046398	-0.290894115620028	0.190997821681212	-1.52302321073352	0.127752898558787	0.410263605260105	"chr17"	78377878	78418152	40275	"-"	"refGene"	"transcript"	NA	NA	"Fez2"	"NM_001285940"	NA	NA
"1175"	"Tdrd3"	3304.67062105334	0.24772003980545	0.202625439731501	1.22255152232466	0.221499132634362	0.566223884365772	"chr14"	87416583	87515192	98610	"+"	"refGene"	"transcript"	NA	NA	"Tdrd3"	"NM_001253755"	NA	NA
"1176"	"Sh3bp5l"	18.6611819743029	-0.403928182574082	0.849165209289878	-0.475676791930596	0.634304657416753	0.905062095235031	"chr11"	58330707	58347728	17022	"+"	"refGene"	"transcript"	NA	NA	"Sh3bp5l"	"NM_001308167"	NA	NA
"1177"	"Apba2"	22.5375387205415	0.320077981838852	0.723745434771406	0.442252160029096	0.658306745222578	0.914813014924875	"chr7"	64502138	64753876	251739	"+"	"refGene"	"transcript"	NA	NA	"Apba2"	"NM_001291166"	NA	NA
"1178"	"Cpsf4"	126.376029220579	0.08912799028138	0.354378581128149	0.251505014771618	0.801423685548481	0.962524631771099	"chr5"	145167213	145182041	14829	"+"	"refGene"	"transcript"	NA	NA	"Cpsf4"	"NM_001291249"	NA	NA
"1179"	"Abhd12"	436.235685033989	0.238636525588244	0.246379386319482	0.968573423097996	0.332758068929714	0.700977181586259	"chr2"	150832515	150904731	72217	"-"	"refGene"	"transcript"	NA	NA	"Abhd12"	"NR_151505"	NA	NA
"1180"	"Scarna10"	1771.5642143446	-0.651390076002733	0.289140195883273	-2.2528520256855	0.0242684805960884	0.12528015411499	"chr6"	125186361	125186431	71	"-"	"refGene"	"transcript"	NA	NA	"Scarna10"	"NR_028517"	NA	NA
"1181"	"Slc24a3"	13.9410959271356	-7.29197931700016	1.7101777017706	-4.2638722920142	2.00914303798525e-05	0.000257854958853646	"chr2"	145167775	145642165	474391	"+"	"refGene"	"transcript"	NA	NA	"Slc24a3"	"NM_001356497"	NA	NA
"1182"	"Cdc123"	4967.39227505281	0.333548195384094	0.181671676032007	1.83599448559791	0.0663584722200499	0.265341673104463	"chr2"	5809555	5845177	35623	"-"	"refGene"	"transcript"	NA	NA	"Cdc123"	"NM_001356504"	NA	NA
"1183"	"Scml4"	9.17452790662766	0.977740348619583	1.10985719304279	0.880960500818136	0.378339199340512	0.745434957670769	"chr10"	42860512	42960782	100271	"+"	"refGene"	"transcript"	NA	NA	"Scml4"	"NM_001359265"	NA	NA
"1184"	"Chrdl1"	71.9582413473038	-9.65766973212921	1.50497686127007	-6.41715496142511	1.388445773265e-10	3.61221868715436e-09	"chrX"	143285674	143394262	108589	"-"	"refGene"	"transcript"	NA	NA	"Chrdl1"	"NM_001358592"	NA	NA
"1185"	"Ppfia2"	7.0051624756279	-4.76561547588847	1.8436067861869	-2.58494138315965	0.00973955539111154	0.0605282865710245	"chr10"	106470310	106933468	463159	"+"	"refGene"	"transcript"	NA	NA	"Ppfia2"	"NM_001359672"	NA	NA
"1186"	"Cpsf7"	3350.80632010287	-0.0637822795487075	0.187593432258153	-0.340002732403417	0.733854470226044	0.939237101960867	"chr19"	10525244	10547735	22492	"+"	"refGene"	"transcript"	NA	NA	"Cpsf7"	"NM_001362450"	NA	NA
"1187"	"Rps21"	7430.46386116521	0.392624694579588	0.272646157131364	1.44005218599291	0.14985263516592	0.453402704969946	"chr2"	180257379	180258444	1066	"+"	"refGene"	"transcript"	NA	NA	"Rps21"	"NM_001355518"	NA	NA
"1188"	"Cdk11b"	915.08543446069	0.0226446213379882	0.208292857012451	0.108715304320947	0.913428302713404	0.98401295328624	"chr4"	155624854	155649934	25081	"+"	"refGene"	"transcript"	NA	NA	"Cdk11b"	"NM_001355569"	NA	NA
"1189"	"Hnrnpc"	18024.7507742621	0.309886994706205	0.174249021988099	1.77841454242061	0.0753357959935825	0.289290997770024	"chr14"	52073377	52104021	30645	"-"	"refGene"	"transcript"	NA	NA	"Hnrnpc"	"NM_001360173"	NA	NA
"1190"	"Stard13"	1428.13790696292	-0.838816101924532	0.196830518788968	-4.2616160699341	2.02953897156637e-05	0.000260240438359407	"chr5"	151037515	151190193	152679	"-"	"refGene"	"transcript"	NA	NA	"Stard13"	"NM_001359985"	NA	NA
"1191"	"Lysmd4"	78.9991809770708	-0.603507053815658	0.421265635547313	-1.43260452049827	0.151970889160495	0.457274823590312	"chr7"	67222544	67228468	5925	"+"	"refGene"	"transcript"	NA	NA	"Lysmd4"	"NM_001357963"	NA	NA
"1192"	"Zkscan8"	4562.61329779521	0.446625269474151	0.208462023920284	2.14247785316015	0.0321550489589148	0.155291940037565	"chr13"	21526420	21531114	4695	"-"	"refGene"	"transcript"	NA	NA	"Zkscan8"	"NM_001251834"	NA	NA
"1193"	"Prom1"	2.30421850813036	-4.69373562562539	2.60168258418859	-1.80411540368183	0.071213217431137	0.278711795207227	"chr5"	44001443	44094768	93326	"-"	"refGene"	"transcript"	NA	NA	"Prom1"	"NM_001163582"	NA	NA
"1194"	"Fyb2"	618.770794704802	-0.0342244505667651	0.219022318082968	-0.156260105665581	0.87582800106402	0.976386381625816	"chr4"	104913561	105016859	103299	"+"	"refGene"	"transcript"	NA	NA	"Fyb2"	"NM_001285952"	NA	NA
